,index,ï»¿,author,total_followers,total_following,number_posts,shortcode,timestamp,Date,time,likes,comments,engagement,average_engagement,caption,text,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,Tag_6,Tag_7,Tag_8,Tag_9,Tag_10,Tag_11,neg,neu,pos,compound
51,51,51,hudabeauty,49193547,889,1536,CSuPeEFFoob,1629304598,44426.69211,44426.69211,20029,162,0.041044001000000004,0.118689517,,Which eyeliner style is your goto Classic Winged Feline or Graphic Gorg iamfoxxy using Life Liner Quick N Easy repost iamfoxxy NEW FAVORITE EYELINER ALERT Quickn Easy there isnt a better fitting name to be honest Glides super easily the formula doesnt bleed into your skin which makes it perfect for sharp lines and the tip is sooo tiny and sooo precise So far pretty happy with my first impressions and will keep you updated once I use it several times ,,,,,,,,,,,,0.023,0.638,0.339,0.9858
52,52,52,hudabeauty,49193547,889,1536,CSuIGUiF0RP,1629300384,44426.64333,44426.64333,41530,658,0.085759216,0.118689517,,Unleash your WILD side with Jaguar Chameleon WILDOBSESSIONS Whether you want a soft pop of color or a WILD smokey eye weve got you covered day or night,WILDOBSESSIONS,,,,,,,,,,,0.0,0.951,0.049,0.0772
53,53,53,hudabeauty,49193547,889,1536,CSuGPHDlI3E,1629299806,44426.63664,44426.63664,42719,494,0.08784282199999999,0.118689517,,Feeling fierce with Jaguar Versatile buildable fiercely pigmented shades  creamy AF textures WILDOBSESSIONS,WILDOBSESSIONS,,,,,,,,,,,0.0,0.889,0.111,0.128
54,54,54,hudabeauty,49193547,889,1536,CSuFbTmlTY9,1629299118,44426.62868,44426.62868,38802,302,0.079490101,0.118689517,,Gorg ashleykaylamakeup wearing Chameleon WildObsessions  Tag a bestie who loves a colorful eye glam,WildObsessions,,,,,,,,,,,0.0,0.748,0.252,0.5719
55,55,55,hudabeauty,49193547,889,1536,CSrvyfKh04r,1629220722,44425.72132,44425.72132,42711,348,0.087529773,0.118689517,,Leading liners vs Life Liner Quick N Easy Now available at hudabeautyshop sephora asos cultbeauty feelunique naimies bootsuk harrods netaporter theofficialselfridges kohls and all other retailers,,,,,,,,,,,,0.0,0.892,0.108,0.4404
56,56,56,hudabeauty,49193547,889,1536,CSrvbMjB9Iq,1629220431,44425.71795,44425.71795,50895,258,0.10398315,0.118689517,,Thanks for your amazing review roseandben  Lining  defining made EASY with LIFE LINER QUICK N EASY repostThis one definitely gives you major precision The tinier the tip of the liner is the more control you have  This one would be great for graphic eyes  Also great for baby wings too I really like it  roseandbenÂ Â Â Â Â Â Â Â Â LIFE LINER  QUICK N EASY Liquid LinerLasts all daySuper fine tip 003mm for maximum controlConstant flow of inkShade in Very Vanta aka ultrablack  matteWaterproofSmudgeproof transferproof flakeproofSO easy to removeDoesnt bleedPerfect for beginners,repost,,,,,,,,,,,0.0,0.67,0.33,0.9882
57,57,57,hudabeauty,49193547,889,1536,CSruyhTBmB1,1629220177,44425.71501,44425.71501,203256,1482,0.416188733,0.118689517,,Feeling green with PYTHON  Versatile buildable fiercely pigmented shades  creamy AF textures WILDOBSESSIONS  Matte Basics Melted Shadows Black  White is now available on hudabeautycom ,WILDOBSESSIONS,,,,,,,,,,,0.0,0.939,0.061,0.128
58,58,58,hudabeauty,49193547,889,1536,CSruWbChbZM,1629219879,44425.71156,44425.71156,77165,623,0.15812643099999998,0.118689517,,Drop some  if youre getting WILD with this Python inspired look WILDOBSESSIONS officially launched everywhere Watch till the end Hair by domseeley,WILDOBSESSIONS,,,,,,,,,,,0.081,0.736,0.182,0.3818
59,59,59,hudabeauty,49193547,889,1536,CSruK92hfre,1629219681,44425.70927,44425.70927,24592,377,0.050756657000000004,0.118689517,"#hudabeauty #eyeshadow #palette Which animal will you be channelling?Ã°Å¸âÂ¥PYTHON JAGUAR CHAMELEON TIGER 
Ã¢Â â¬Ã¢Â â¬Ã¢Â â¬Ã¢Â â¬Ã¢Â â¬Ã¢Â â¬Ã¢Â â¬Ã¢Â â¬Ã¢Â â¬
#WILDOBSESSIONS are now available at hudabeautyshop, sephora, asos, cultbeauty, feelunique, naimies bootsuk, harrods, netaporter, theofficialselfridges, kohls, and all other retailers
Ã¢Â â¬Ã¢Â â¬Ã¢Â â¬Ã¢Â â¬Ã¢Â â¬Ã¢Â â¬Ã¢Â â¬Ã¢Â â¬Ã¢Â â¬
Our Tiger Obsessions Palette is exclusive to hudabeauty.com, #ASOS, #SephoraEurope & #SephoraNorthAsia",Which animal will you be channellingPYTHON  JAGUAR CHAMELEON TIGER Â Â Â Â Â Â Â Â Â WILDOBSESSIONS are now available at hudabeautyshop sephora asos cultbeauty feelunique naimies bootsuk harrods netaporter theofficialselfridges kohls and all other retailers Â Â Â Â Â Â Â Â Â Our Tiger Obsessions Palette is exclusive to hudabeautycom ASOS SephoraEurope  SephoraNorthAsia,,,,,,,,,,,,0.046,0.918,0.036,-0.1027
60,60,60,jamescharles,25090038,259,1001,CSsFa_1JbNb,1629231871,44425.850360000004,44425.850360000004,934457,33676,3.8586350489999997,4.969551727,"Photo by James Charles on August 17, 2021. May be an image of 1 person.",u made me hate this city,,,,,,,,,,,,0.481,0.519,0.0,-0.5719
61,61,61,jamescharles,25090038,259,1001,CSfZbAZJL3N,1628806150,44420.92303,44420.92303,803758,25859,3.30655936,4.969551727,"Photo by James Charles in Malibu, California with @jacquemus. May be an image of 1 person, standing and outdoors.",next to u in malibu,,,,,,,,,,,,0.0,1.0,0.0,0.0
62,62,62,jamescharles,25090038,259,1001,CSKl0pthPg1,1628108008,44412.84269,44412.84269,1315203,135652,5.782593873,4.969551727,"Photo by James Charles on August 04, 2021. May be a closeup of 1 person and text that says 'SERRE'.",red your mind ,,,,,,,,,,,,0.0,1.0,0.0,0.0
63,63,63,jamescharles,25090038,259,1001,CSARdg_p7GE,1627761789,44408.83552,44408.83552,1731218,109628,7.336959792999999,4.969551727,"Photo by James Charles on July 31, 2021. May be an image of 1 person.",no cappuccino I like these photos a latte ,,,,,,,,,,,,0.253,0.46,0.287,0.0772
64,64,64,jamescharles,25090038,259,1001,CRxI2nepStq,1627254005,44402.95839,44402.95839,587206,4883,2.359856928,4.969551727,,,,,,,,,,,,,,0.253,0.46,0.287,0.0772
65,65,65,jamescharles,25090038,259,1001,CRrnSwxJ7pR,1627068592,44400.812410000006,44400.812410000006,1435007,5493,5.741322512000001,4.969551727,"Photo by James Charles on July 23, 2021. May be a closeup of 1 person.",falling stars  just posted a new video showing my secrets to getting a viral instagram photo go check it out look inspired by ageofaquaria,,,,,,,,,,,,0.065,0.806,0.129,0.3818
66,66,66,jamescharles,25090038,259,1001,CRmmQbpJPUT,1626900276,44398.864310000004,44398.864310000004,1024031,8717,4.11616754,4.969551727,"Photo by James Charles on July 21, 2021. May be an image of 1 person.",rule number one never be number two,,,,,,,,,,,,0.0,0.658,0.342,0.1531
67,67,67,jamescharles,25090038,259,1001,CRZX2X7JZYn,1626456524,44393.72829,44393.72829,668418,4937,2.683754405,4.969551727,,just a cute little makeup transition  whats your favorite color,makeup ,transition,,,,,,,,,,0.0,0.538,0.462,0.7184
68,68,68,jamescharles,25090038,259,1001,CRXWc1Ypa-q,1626388673,44392.94297,44392.94297,1217503,5954,4.87626603,4.969551727,"Photo by James Charles on July 15, 2021. May be an image of 1 person, standing and indoor.",game over ,,,,,,,,,,,,0.0,1.0,0.0,0.0
69,69,69,jamescharles,25090038,259,1001,CRNCwg1pnUb,1626042804,44388.939860000006,44388.939860000006,1221324,17208,4.936349638,4.969551727,"Photo by James Charles on July 11, 2021. May be an image of 1 person.",no cap ,,,,,,,,,,,,0.688,0.312,0.0,-0.296
70,70,70,jamescharles,25090038,259,1001,CRHqZRlpzhi,1625862258,44386.850210000004,44386.850210000004,1348862,6541,5.402156027,4.969551727,"Photo by James Charles on July 09, 2021. May be an image of 1 person and standing.",beep beep is that my bessie in a tessie  whats your go to gas station snack,,,,,,,,,,,,0.0,1.0,0.0,0.0
71,71,71,jamescharles,25090038,259,1001,CQ1jk1MJFDJ,1625254703,44379.81832,44379.81832,2292809,24005,9.233999566,4.969551727,"Photo shared by James Charles on July 02, 2021 tagging @theballerinabridemua, and @lunarbeauty. May be an image of 1 person.",New Beginnings  Hi sisters long time no see I wanted to let you guys know that I uploaded a new video today Its an open and honest conversation where I talk about literally everything from the past couple of months Its a long one but one of the most important videos Ive ever filmed so Id really appreciate if you checked it out ,,,,,,,,,,,,0.025,0.834,0.142,0.8212
72,72,72,rclbeauty101,3454095,175,1411,CSAKhlCpJc1,1627758152,44408.79343,44408.79343,37435,827,1.107728653,1.259256525,"Photo shared by Rachel Levin on July 31, 2021 tagging @kslamclothing. May be an image of 1 person, standing, car and outdoors.",I will not lie this was not just a candid shot of me getting out of the car I did pose Outfit from kslamclothing ,,,,,,,,,,,,0.0,1.0,0.0,0.0
73,73,73,rclbeauty101,3454095,175,1411,CRhkgFIJHcD,1626731584,44396.91185,44396.91185,18436,610,0.551403479,1.259256525,"Photo by Rachel Levin on July 19, 2021. May be an image of 1 person.",decides to get out more only does things that dont involve me leaving the car,,,,,,,,,,,,0.0,1.0,0.0,0.0
74,74,74,rclbeauty101,3454095,175,1411,CRcMaDkJ-dw,1626551179,44394.82383,44394.82383,27327,919,0.817753999,1.259256525,"Photo shared by Rachel Levin on July 17, 2021 tagging @milanka.bee. May be an image of 1 person, standing and outdoors.",Tell me why I was surprised that it was windy WHEN I LITERALLY DROVE TO A WIND TURBINE TO TAKE PICTURES HOW DO PEOPLE DO IT AT COACHELLA,,,,,,,,,,,,0.0,0.927,0.073,0.2263
75,75,75,rclbeauty101,3454095,175,1411,CRXIbRrpF7r,1626381320,44392.85787,44392.85787,76933,955,2.254946665,1.259256525,"Photo shared by Rachel Levin on July 15, 2021 tagging @milanka.bee, and @neyobambi. May be an image of 2 people.",I asked and Neyo said I could post this,,,,,,,,,,,,0.0,1.0,0.0,0.0
76,76,76,rclbeauty101,3454095,175,1411,CN0YKe7JcMY,1618772715,44304.79531,44304.79531,24870,534,0.735474849,1.259256525,"Photo shared by Rachel Levin on April 18, 2021 tagging @natalie_alonzo, and @reaganlinkartistry. May be an image of 2 people and braids.",A literal drunk stylist styled this fit but Im not mad about it,,,,,,,,,,,,0.106,0.56,0.335,0.569
77,77,77,rclbeauty101,3454095,175,1411,CNVrsTGpxYI,1617742766,44292.87461,44292.87461,16836,207,0.493414339,1.259256525,"Photo shared by Rachel Levin on April 06, 2021 tagging @eptm.us. May be an image of 1 person and standing.",You never realize how fast hair grows until you bleach it what color is your hair rn AND if you were gonna dye it what color would you choose,,,,,,,,,,,,0.0,1.0,0.0,0.0
78,78,78,rclbeauty101,3454095,175,1411,CNQgQJHJqEJ,1617568996,44290.86338,44290.86338,44191,781,1.301990825,1.259256525,"Photo shared by Rachel Levin on April 04, 2021 tagging @shotbyzach. May be an image of 1 person, standing and high-heeled shoes.",sees a tiktok of someone that says to take photos in a parking garage at night,,,,,,,,,,,,0.0,1.0,0.0,0.0
79,79,79,rclbeauty101,3454095,175,1411,CLsMDyFpKAG,1614202966,44251.9047,44251.9047,49873,549,1.4597745569999998,1.259256525,"Photo shared by Rachel Levin on February 24, 2021 tagging @patrickchurchny, and @shotbyzach. May be an image of 1 person and standing.",BIRTHDAY GIRL What a life I love being able to experience life for so many years thats pretty cool,,,,,,,,,,,,0.0,0.591,0.409,0.8658
80,80,80,rclbeauty101,3454095,175,1411,CLSfO8YFuBW,1613340603,44241.92365,44241.92365,30721,493,0.9036809929999999,1.259256525,"Photo by Rachel Levin on February 14, 2021. May be an image of 1 person and indoor.",So apparently sitting down for 1 year straight makes your back hurt THIS WAS NEWS TO ME  but I got the SKG F5 mini massage gun its light weight and has 3 speeds and a heating function and ugh its so good if you were looking for a massage gun bc youre single and have no one to give you back massages use the code Rachel20F5 to get 20 off the skgglobal massage gun SKG SKGF5 SKGF5massagegun SKGF5minimassagegun ad,SKG ,SKGF5 ,SKGF5massagegun ,SKGF5minimassagegun ,ad,,,,,,,0.201,0.735,0.064,-0.9054
81,81,81,rclbeauty101,3454095,175,1411,CJCGN06l1Sn,1608495649,44185.84779,44185.84779,67234,1549,1.9913465030000002,1.259256525,"Photo shared by Rachel Levin on December 20, 2020 tagging @prixworkshop. May be an image of 1 person, hair, outerwear and outdoors.",So now that I successfully look good in 3 hair colors what color should I do next ,,,,,,,,,,,,0.0,0.653,0.347,0.7479
82,82,82,rclbeauty101,3454095,175,1411,CI4RSO2l72B,1608165908,44182.031339999994,44182.031339999994,76979,1144,2.261750183,1.259256525,"Photo shared by Rachel Levin on December 16, 2020 tagging @brandonrinxon, and @reaganlinkartistry. May be an image of 1 person, hair, outerwear and outdoors.",,,,,,,,,,,,,0.0,0.653,0.347,0.7479
83,83,83,rclbeauty101,3454095,175,1411,CHBeXdhJMT7,1604179789,44135.895710000004,44135.895710000004,40212,2336,1.231813254,1.259256525,"Photo shared by Rachel Levin on October 31, 2020 tagging @ruthie_davis, @zigman_official, @tylerglambert, and @augustaldridge_. May be an image of 1 person and outerwear.",I really went all out for halloween this year for someone that has no intentions of leaving the house what are you dressing up as,,,,,,,,,,,,0.087,0.913,0.0,-0.296
84,84,84,glamlifeguru,2272987,320,1275,CSZ9MlVpd1g,1628623614,44418.81035,44418.81035,12589,165,0.561111876,4.737220964,,Every favorite of mine for amazing skin Link is in my bio ,,,,,,,,,,,,0.0,0.595,0.405,0.7783
85,85,85,glamlifeguru,2272987,320,1275,CRzHF9ADj2d,1627320183,44403.72434,44403.72434,32328,315,1.436127879,4.737220964,,New Video Link is in my Bio ,,,,,,,,,,,,0.0,1.0,0.0,0.0
86,86,86,glamlifeguru,2272987,320,1275,CRkoZq5jCvr,1626834988,44398.108660000005,44398.108660000005,19400,271,0.8654250990000001,4.737220964,,Hot Product Alert  Im in love with the new Power Move Lipstick from bitebeauty Watch it swatched  tested Use code TATI at Checkout on BiteBeautycom to save 20 on everything bitebeautypartner powermovelipstick ,bitebeautypartner ,powermovelipstick,,,,,,,,,,0.0,0.751,0.249,0.8625
87,87,87,glamlifeguru,2272987,320,1275,CRE7A5jD7E_,1625770308,44385.78597,44385.78597,63758,578,2.830460535,4.737220964,"Photo by Tati Westbrook on July 08, 2021. May be a closeup of 1 person.",New video on my channel Link in bio  rarebeauty,rarebeauty,,,,,,,,,,,0.0,1.0,0.0,0.0
88,88,88,glamlifeguru,2272987,320,1275,CQUoXhmjPxD,1624149919,44367.03147,44367.03147,199013,3428,8.906386178,4.737220964,"Photo by Tati Westbrook on June 19, 2021. May be an image of 1 person.",,,,,,,,,,,,,0.0,1.0,0.0,0.0
89,89,89,glamlifeguru,2272987,320,1275,CQOyKQ3jxSs,1623953760,44364.76111,44364.76111,226171,19592,10.81233637,4.737220964,,Im Back ,,,,,,,,,,,,0.0,1.0,0.0,0.0
90,90,90,glamlifeguru,2272987,320,1275,CAuLI0djNyn,1590647429,43979.27117,43979.27117,172824,35625,9.170707971,4.737220964,,XOs   by one of my favorite artists jamesarthur23 The Truth,,,,,,,,,,,,0.0,0.602,0.398,0.6486
91,91,91,glamlifeguru,2272987,320,1275,B_wMi73jtho,1588567652,43955.19968,43955.19968,51344,1280,2.31519142,4.737220964,,Yeah ummmm no See you tomorrow 10am pst  lets talk all about what Im currently NOT loving ,,,,,,,,,,,,0.248,0.65,0.102,-0.4847
92,92,92,glamlifeguru,2272987,320,1275,B_qCcqyjVIS,1588361014,43952.80803,43952.80803,185638,897,8.20660215,4.737220964,"Photo by Tati Westbrook on May 01, 2020. May be an image of 1 person.",I cant get over how much I love this nabfi_art ,,,,,,,,,,,,0.0,0.625,0.375,0.6369
93,93,93,glamlifeguru,2272987,320,1275,B_k1Q1LDto7,1588186329,43950.78622,43950.78622,145141,1746,6.46228949,4.737220964,"Photo by Tati Westbrook on April 29, 2020. May be an image of 1 person.",,,,,,,,,,,,,0.0,0.625,0.375,0.6369
94,94,94,glamlifeguru,2272987,320,1275,B--7TfRDoCQ,1586914428,43936.06514,43936.06514,92043,727,4.081413576,4.737220964,"Photo by Tati Westbrook on April 14, 2020. May be an image of 1 person.",Sunset ,,,,,,,,,,,,0.0,1.0,0.0,0.0
95,95,95,glamlifeguru,2272987,320,1275,B-3VA13DG-b,1586659618,43933.11595,43933.11595,26826,418,1.198599024,4.737220964,,3 looks in one video testing Drugstore Eyeshadow one smash hit palette one that frustrated me to no end  Link is in Bio drugstoremakeup eyemakeup grwm,Eyeshadow,drugstoremakeup ,eyemakeup ,grwm,,,,,,,,0.196,0.804,0.0,-0.6808
96,96,96,Jaclynhill,6661077,510,1603,CSuOYboAYIn,1629303678,44426.68146,44426.68146,425007,4858,6.453385841,3.787745835,"Photo shared by J A C L Y N Ã°Å¸ËÅ on August 18, 2021 tagging @farnumgrindtime. May be an image of 2 people, dog and indoor.",WE ARE OFFICIALLY MOVING IN TOGETHER  We are so excited to call it OUR HOME ,,,,,,,,,,,,0.0,0.818,0.182,0.4795
97,97,97,Jaclynhill,6661077,510,1603,CSnO5JyMPQh,1629069065,44423.96603,44423.96603,139395,3257,2.1415756040000002,3.787745835,"Photo by J A C L Y N Ã°Å¸ËÅ in Cheese Heaven. May be an image of 1 person, standing and purse.",What is your biggest craving Mine is always cheese ,,,,,,,,,,,,0.0,1.0,0.0,0.0
98,98,98,Jaclynhill,6661077,510,1603,CSVHK_RAaDt,1628461042,44416.92873,44416.92873,356841,7273,5.466293213999999,3.787745835,,Im here to remind you that you dont have to have an IG Baddie body to be a successful powerful  happy woman ,,,,,,,,,,,,0.0,0.636,0.364,0.8834
99,99,99,Jaclynhill,6661077,510,1603,CSPsWAilXfC,1628279326,44414.82553,44414.82553,212387,2239,3.222091563,3.787745835,,My boyfriend wins at life for the best Birthday cake ever ,,,,,,,,,,,,0.0,0.533,0.467,0.836
100,100,100,Jaclynhill,6661077,510,1603,CSIHSK6FTnk,1628024888,44411.88065,44411.88065,221035,1172,3.3359019869999997,3.787745835,"Photo shared by J A C L Y N Ã°Å¸ËÅ on August 03, 2021 tagging @jaclynhillcosmetics. May be an image of 1 person and indoor.",A PHOTO DUMP IN HONOR OF ultabeauty believing in me  My core jaclynhillcosmetics line is fully restocked  available online  in select stores What a dream come true,,,,,,,,,,,,0.101,0.635,0.264,0.6597
101,101,101,Jaclynhill,6661077,510,1603,CRjvKrfDz12,1626804284,44397.75329,44397.75329,190748,4109,2.9253077239999996,3.787745835,"Photo shared by J A C L Y N Ã°Å¸ËÅ on July 20, 2021 tagging @jaclynhillcosmetics. May be an image of 1 person, cake and balloon.",ITS MY BIRTHDAY And to celebrate I am launching 3 beautiful limited edition glosses jaclynhillcosmetics  Plus there is a new YouTube video on my channel,,,,,,,,,,,,0.067,0.667,0.267,0.7717
102,102,102,Jaclynhill,6661077,510,1603,CRPz-P2DnDH,1626135715,44390.01522,44390.01522,250479,4657,3.8302514739999998,3.787745835,"Photo shared by J A C L Y N Ã°Å¸ËÅ on July 12, 2021 tagging @sashasamsonova, @lipsticknick, and @jaclynhillcosmetics. May be a closeup of 1 person.",TOMORROW IS THE DAY  My limited edition Summer Collection launches at 200PM EST Whos excited jaclynhillcosmetics ,,,,,,,,,,,,0.104,0.765,0.131,0.128
103,103,103,Jaclynhill,6661077,510,1603,CRFNKgmjoAw,1625779824,44385.89611,44385.89611,202868,34825,3.568386914,3.787745835,"Photo shared by J A C L Y N Ã°Å¸ËÅ on July 08, 2021 tagging @sashasamsonova, @lipsticknick, and @jaclynhillcosmetics. May be an image of 1 person and standing.",Whos ready for next Tuesday July 13th baby jaclynhillcosmetics,,,,,,,,,,,,0.0,0.762,0.238,0.3612
104,104,104,Jaclynhill,6661077,510,1603,CQ9I0ZCjMWx,1625509110,44382.76285,44382.76285,250008,3572,3.8068918889999996,3.787745835,"Photo shared by J A C L Y N Ã°Å¸ËÅ on July 05, 2021 tagging @sashasamsonova, and @lipsticknick. May be a closeup of 1 person and pool.",713,,,,,,,,,,,,0.0,1.0,0.0,0.0
105,105,105,Jaclynhill,6661077,510,1603,CQ4EJcOjLNw,1625338889,44380.7927,44380.7927,328017,2105,4.955985346,3.787745835,"Photo shared by J A C L Y N Ã°Å¸ËÅ on July 03, 2021 tagging @farnumgrindtime. May be a closeup of 2 people.",I just wanted a good picture of my hair  makeup but farnumgrindtime had other plans,,,,,,,,,,,,0.0,0.86,0.14,0.2382
106,106,106,Jaclynhill,6661077,510,1603,CQeO-oVnRUa,1624473857,44370.78075,44370.78075,86261,1610,1.319171059,3.787745835,,My go to makeup look Im excited to show you my current go to look  play with my products,,,,,,,,,,,,0.0,0.78,0.22,0.5859
107,107,107,Jaclynhill,6661077,510,1603,CQUGcKMj7xb,1624132132,44366.8256,44366.8256,291459,3474,4.427707411,3.787745835,"Photo by J A C L Y N Ã°Å¸ËÅ on June 19, 2021. May be an image of 1 person and indoor.",Its been 2 weeks since I started an antiinflammatory diet due to inflammation in my face  body and I can not believe my results already My face has already slimmed out and Im currently wearing jeans that I couldnt get on 1 month ago More than anything I feel amazing So much more energy  I enjoy food more than ever when I get to cheat so cheers to being healthy  happy ,,,,,,,,,,,,0.038,0.706,0.256,0.954
108,108,108,garyvee,9166019,5615,6962,CS2ivLCMy5V,1629582785,44429.91186,44429.91186,24615,850,0.277819629,0.7588527070000001,"Photo by Gary Vay-Ner-Chuk on August 21, 2021. May be an image of book and text that says '#1 NEW YORK TIMES BESTSELLING GARY VAYNERCHUK AUTHOR AND LEVERAGING TWELVE A HALF FOR INGREDIENTS THE BUSINESS NECESSARY EMOTIONAL SUCCESS'.",Dont get it twisted  this is gonna be the book  big news on this coming soon ,,,,,,,,,,,,0.0,1.0,0.0,0.0
109,109,109,garyvee,9166019,5615,6962,CS17uAQALn9,1629562447,44429.67647,44429.67647,29599,573,0.329172348,0.7588527070000001,,GRATITUDE FOR WHAT YOU HAVE Versus COMPLAINING ABOUT WHAT YOU DONT HAVE,,,,,,,,,,,,0.153,0.604,0.243,0.3612
110,110,110,garyvee,9166019,5615,6962,CS0KgsvgmDM,1629503028,44428.98875,44428.98875,42001,964,0.46874221,0.7588527070000001,, Youve asked for it you got it  another episode of OverRatedUnderRated is here,OverRatedUnderRated,,,,,,,,,,,0.0,1.0,0.0,0.0
111,111,111,garyvee,9166019,5615,6962,CSy-aVlsUKn,1629463077,44428.52635,44428.52635,142180,1751,1.57026731,0.7588527070000001,"Photo by Gary Vay-Ner-Chuk on August 20, 2021. May be an image of 1 person and text.",Enough of this fail shit Life isnt so permanent especially in when I hear this and its 98 based on professional career Lets get this concept our of your skull and thoughts and brains  its ridiculous minor setbacks are a part of life the end in fact theyre awesome they give you context abs learnings Please understand this,,,,,,,,,,,,0.151,0.754,0.095,-0.5893
112,112,112,garyvee,9166019,5615,6962,CSwcA7JAjPH,1629378042,44427.54215,44427.54215,74787,1634,0.833742544,0.7588527070000001,,Cant wait for my new book  dropping 1116  heres a little insight to the mindset we talk about in it for leaders managers and 22 year olds coming out of school,,,,,,,,,,,,0.0,1.0,0.0,0.0
113,113,113,garyvee,9166019,5615,6962,CSu_WARAn3k,1629329420,44426.9794,44426.9794,22749,880,0.257789123,0.7588527070000001,,My biggest secret to happiness  leave a story in the comments that has something to do this,,,,,,,,,,,,0.064,0.745,0.191,0.5267
114,114,114,garyvee,9166019,5615,6962,CSt0cM1gc-h,1629290165,44426.52506,44426.52506,48828,751,0.540900035,0.7588527070000001,,When you get your mind to a simple place of gratitude  and are thankful for everything you have instead of what you dont have and realize its you that are in control and that whats not in control is your families health and that is what you must spend your energy on  Life gets better and special ,,,,,,,,,,,,0.0,0.776,0.224,0.9287
115,115,115,garyvee,9166019,5615,6962,CSsbMFWg3un,1629243331,44425.983,44425.983,47189,685,0.522298721,0.7588527070000001,,Youre not lost  Let this video help you FIND the way ,,,,,,,,,,,,0.0,0.659,0.341,0.5664
116,116,116,garyvee,9166019,5615,6962,CSrsFArgPYZ,1629218620,44425.69699,44425.69699,42970,669,0.47609545600000003,0.7588527070000001,,Please dont take jobs you know wont work  please leave jobs that you know are bad  please  this is about happiness Move in with friends  folks  move  whatever it takes fight for you happiness  staying in a job to pay for you life when your life is in a bad spot because you dont like your job makes no sense  please I love you  now love yourself and take action This clip is from sessions where I was writing my new book  cant wait for 1116 ,,,,,,,,,,,,0.194,0.604,0.203,0.6062
117,117,117,garyvee,9166019,5615,6962,CSrPuZPg2Ze,1629203761,44425.525010000005,44425.525010000005,102725,1331,1.135236573,0.7588527070000001,,Play this on repeat  I see it daily  youre scared of them High school  is over,,,,,,,,,,,,0.158,0.71,0.131,-0.128
118,118,118,garyvee,9166019,5615,6962,CSp3JnwLYW4,1629157280,44424.98704,44424.98704,105731,1106,1.1655768990000002,0.7588527070000001,"Photo by Gary Vay-Ner-Chuk on August 16, 2021. May be an image of 2 people, beard and text that says 'OUT OF MY 250 DAYS A YEAR WORK, THERE ARE 7 TO 23 DAYS WHERE I'M LIKE... "" FUCK THIS! SWIPE'.",Not everyday has to be euphoria  and thats awesome   I love my work and my job its my actual hobby but being human is allowing for bad days ,,,,,,,,,,,,0.134,0.647,0.219,0.2617
119,119,119,garyvee,9166019,5615,6962,CSpJfYrAHlz,1629133402,44424.71067,44424.71067,137888,2223,1.5285916380000002,0.7588527070000001,,No reason to ever cry aka make yourself unhappy to impress other people Live within your means and more importantly do things that make you happy especially in your career Please please understand the macro of this situation ,,,,,,,,,,,,0.156,0.578,0.266,0.6901
120,120,120,grantcardone,3396191,2444,6566,CS2Fy3DiXbE,1629567640,44429.73657,44429.73657,15169,740,0.46843655100000003,0.660197949,,Be positive in a negative world  gc attitude freedom,,,,,,,,,,,,0.224,0.303,0.473,0.6249
121,121,121,grantcardone,3396191,2444,6566,CSzj9UIpiCD,1629482810,44428.75475,44428.75475,33986,2534,1.075322324,0.660197949,,Arnold SchwarzeneggerComment if you are a schmuck arnold schmuck freedom truth usa,,,,,,,,,,,,0.0,0.581,0.419,0.7579
122,122,122,grantcardone,3396191,2444,6566,CSy-U38L-tc,1629463032,44428.52583,44428.52583,32556,798,0.9821002409999999,0.660197949,"Photo by Grant Cardone on August 20, 2021. May be an image of 1 person, outdoors and text that says 'S ""IF YOU CAN'T GET A SEAT AT THE TABLE, SERVE WATER TO GET IN THE ROOM GRANT CARDONE'.",,,,,,,,,,,,,0.0,0.581,0.419,0.7579
123,123,123,grantcardone,3396191,2444,6566,CSxhhJRr8AB,1629414374,44427.962660000005,44427.962660000005,11522,417,0.351540888,0.660197949,"Photo by Grant Cardone on August 19, 2021. May be an image of 2 people, people standing and indoor.",10X grows  Two good looking dudes ,,,,,,,,,,,,0.0,0.633,0.367,0.4404
124,124,124,grantcardone,3396191,2444,6566,CSwZgynrCiI,1629376622,44427.52572,44427.52572,7064,1013,0.237825258,0.660197949,Photo by Grant Cardone in World Wide. May be an image of map and text.,Host 10X in your country  Producing TV show  I want to showcase YOUR 10X story If you have compelling story  are interested in having it today post your location in commentsAmerica China Australia Vietnam Thailand Canada England Ireland Japan  Norway Russia Africa Brazil Argentina Venezuela Colombia Panama Cuba CostaRica Galapagos spain France nigeria singapore iran Afghanistan India Philippines,,,,,,,,,,,,0.0,0.902,0.098,0.5994
125,125,125,grantcardone,3396191,2444,6566,CSuHNOriMIy,1629299951,44426.63832,44426.63832,28299,1011,0.863025666,0.660197949,,Nobody will ever see the hard work you put in behind the scenes Let them see it in your results success hardwork hustle grind motivation instagood,,,,,,,,,,,,0.046,0.754,0.2,0.6908
